Date,City,ShelterType,Capacity,Overnight
6/13/2013,Calgary,Family Emergency,60,46
6/14/2013,Calgary,Adult Emergency,725,614
6/14/2013,Calgary,Adult Emergency,125,125
6/14/2013,Calgary,Adult Emergency,23,12
6/14/2013,Calgary,Adult Emergency,159,159
6/14/2013,Calgary,Adult Emergency,370,303
6/14/2013,Calgary,Women Emergency,6,6
6/14/2013,Calgary,Family Emergency,120,85
6/14/2013,Calgary,Family Emergency,60,17
6/15/2013,Calgary,Adult Emergency,725,630
6/15/2013,Calgary,Adult Emergency,125,110
6/15/2013,Calgary,Adult Emergency,23,12
6/15/2013,Calgary,Adult Emergency,159,159
6/15/2013,Calgary,Adult Emergency,370,317
6/15/2013,Calgary,Women Emergency,6,6
6/15/2013,Calgary,Family Emergency,120,83
6/15/2013,Calgary,Family Emergency,60,49
6/16/2013,Calgary,Adult Emergency,725,639
6/16/2013,Calgary,Adult Emergency,125,125
6/16/2013,Calgary,Adult Emergency,23,11
6/16/2013,Calgary,Adult Emergency,159,159
6/16/2013,Calgary,Adult Emergency,370,355
6/16/2013,Calgary,Women Emergency,6,6
6/16/2013,Calgary,Family Emergency,120,73
6/16/2013,Calgary,Family Emergency,60,49
6/17/2013,Calgary,Adult Emergency,725,633
6/17/2013,Calgary,Adult Emergency,125,120
6/17/2013,Calgary,Adult Emergency,23,10
6/17/2013,Calgary,Adult Emergency,159,159
6/17/2013,Calgary,Adult Emergency,370,366
6/17/2013,Calgary,Women Emergency,6,6
6/17/2013,Calgary,Family Emergency,120,83
6/17/2013,Calgary,Family Emergency,60,49
6/18/2013,Calgary,Adult Emergency,725,620
6/18/2013,Calgary,Adult Emergency,125,125
6/18/2013,Calgary,Adult Emergency,23,12
6/18/2013,Calgary,Adult Emergency,159,159
6/18/2013,Calgary,Adult Emergency,370,365
6/18/2013,Calgary,Women Emergency,6,6
6/18/2013,Calgary,Family Emergency,120,102
6/18/2013,Calgary,Family Emergency,60,49
6/19/2013,Calgary,Adult Emergency,725,664
6/19/2013,Calgary,Adult Emergency,125,126
6/19/2013,Calgary,Adult Emergency,23,12
6/19/2013,Calgary,Adult Emergency,159,159
6/19/2013,Calgary,Adult Emergency,370,369
6/19/2013,Calgary,Women Emergency,6,6
6/19/2013,Calgary,Family Emergency,120,106
6/19/2013,Calgary,Family Emergency,60,49
6/20/2013,Calgary,Adult Emergency,725,1224
6/20/2013,Calgary,Adult Emergency,125,0
6/20/2013,Calgary,Adult Emergency,23,12
6/20/2013,Calgary,Adult Emergency,159,0
6/20/2013,Calgary,Adult Emergency,370,370
6/20/2013,Calgary,Women Emergency,6,0
6/20/2013,Calgary,Family Emergency,120,85
6/20/2013,Calgary,Family Emergency,60,49
6/21/2013,Calgary,Adult Emergency,725,750
6/21/2013,Calgary,Adult Emergency,125,0
6/21/2013,Calgary,Adult Emergency,23,12
6/21/2013,Calgary,Adult Emergency,159,0
6/21/2013,Calgary,Adult Emergency,370,358
6/21/2013,Calgary,Women Emergency,6,0
6/21/2013,Calgary,Family Emergency,120,0
6/21/2013,Calgary,Family Emergency,60,49
6/22/2013,Calgary,Adult Emergency,725,690
6/22/2013,Calgary,Adult Emergency,125,0
6/22/2013,Calgary,Adult Emergency,23,12
6/22/2013,Calgary,Adult Emergency,159,0
6/22/2013,Calgary,Adult Emergency,370,349
6/22/2013,Calgary,Women Emergency,6,0
6/22/2013,Calgary,Family Emergency,120,0
6/22/2013,Calgary,Family Emergency,60,49
6/23/2013,Calgary,Adult Emergency,725,752
6/23/2013,Calgary,Adult Emergency,125,0
6/23/2013,Calgary,Adult Emergency,23,11
6/23/2013,Calgary,Adult Emergency,159,0
6/23/2013,Calgary,Adult Emergency,370,370
6/23/2013,Calgary,Women Emergency,6,0
6/23/2013,Calgary,Family Emergency,120,52
6/23/2013,Calgary,Family Emergency,60,49
6/24/2013,Calgary,Adult Emergency,725,633
6/24/2013,Calgary,Adult Emergency,125,57
6/24/2013,Calgary,Adult Emergency,23,10
6/24/2013,Calgary,Adult Emergency,159,0
6/24/2013,Calgary,Adult Emergency,370,353
6/24/2013,Calgary,Women Emergency,6,0
6/24/2013,Calgary,Family Emergency,120,52
6/24/2013,Calgary,Family Emergency,60,49
6/25/2013,Calgary,Adult Emergency,725,596
6/25/2013,Calgary,Adult Emergency,125,68
6/25/2013,Calgary,Adult Emergency,23,11
6/25/2013,Calgary,Adult Emergency,159,0
6/25/2013,Calgary,Adult Emergency,370,324
6/25/2013,Calgary,Women Emergency,6,0
6/25/2013,Calgary,Family Emergency,120,55
6/25/2013,Calgary,Family Emergency,60,46
6/26/2013,Calgary,Adult Emergency,725,412
6/26/2013,Calgary,Adult Emergency,125,90
6/26/2013,Calgary,Adult Emergency,23,10
6/26/2013,Calgary,Adult Emergency,159,0
6/26/2013,Calgary,Adult Emergency,370,333
6/26/2013,Calgary,Women Emergency,6,0
6/26/2013,Calgary,Family Emergency,120,57
6/26/2013,Calgary,Family Emergency,60,50
6/27/2013,Calgary,Adult Emergency,725,578
6/27/2013,Calgary,Adult Emergency,125,109
6/27/2013,Calgary,Adult Emergency,23,12
6/27/2013,Calgary,Adult Emergency,159,0
6/27/2013,Calgary,Adult Emergency,370,310
6/27/2013,Calgary,Women Emergency,6,0
6/27/2013,Calgary,Family Emergency,120,53
6/27/2013,Calgary,Family Emergency,60,50
6/28/2013,Calgary,Adult Emergency,725,515
6/28/2013,Calgary,Adult Emergency,125,109
6/28/2013,Calgary,Adult Emergency,23,11
6/28/2013,Calgary,Adult Emergency,159,0
6/28/2013,Calgary,Adult Emergency,370,294
6/28/2013,Calgary,Women Emergency,6,0
6/28/2013,Calgary,Family Emergency,120,49
6/28/2013,Calgary,Family Emergency,60,52
6/29/2013,Calgary,Adult Emergency,725,573
6/29/2013,Calgary,Adult Emergency,125,101
6/29/2013,Calgary,Adult Emergency,23,11
6/29/2013,Calgary,Adult Emergency,159,0
6/29/2013,Calgary,Adult Emergency,370,295
6/29/2013,Calgary,Women Emergency,6,0
6/29/2013,Calgary,Family Emergency,120,44
6/29/2013,Calgary,Family Emergency,60,52
6/30/2013,Calgary,Adult Emergency,725,597
6/30/2013,Calgary,Adult Emergency,125,115
6/30/2013,Calgary,Adult Emergency,23,12
6/30/2013,Calgary,Adult Emergency,159,0
6/30/2013,Calgary,Adult Emergency,370,322
6/30/2013,Calgary,Women Emergency,6,6
6/30/2013,Calgary,Family Emergency,120,44
6/30/2013,Calgary,Family Emergency,60,52
7/1/2013,Calgary,Adult Emergency,725,586
7/1/2013,Calgary,Adult Emergency,125,106
7/1/2013,Calgary,Adult Emergency,23,12
7/1/2013,Calgary,Adult Emergency,159,150
7/1/2013,Calgary,Adult Emergency,370,301
7/1/2013,Calgary,Women Emergency,6,6
7/1/2013,Calgary,Family Emergency,120,46
7/1/2013,Calgary,Family Emergency,60,53
7/2/2013,Calgary,Adult Emergency,725,590
7/2/2013,Calgary,Adult Emergency,125,123
7/2/2013,Calgary,Adult Emergency,23,11
7/2/2013,Calgary,Adult Emergency,159,149
7/2/2013,Calgary,Adult Emergency,370,349
7/2/2013,Calgary,Women Emergency,6,6
7/2/2013,Calgary,Family Emergency,120,67
7/2/2013,Calgary,Family Emergency,60,53
7/3/2013,Calgary,Adult Emergency,725,631
7/3/2013,Calgary,Adult Emergency,125,110
7/3/2013,Calgary,Adult Emergency,23,12
7/3/2013,Calgary,Adult Emergency,159,153
7/3/2013,Calgary,Adult Emergency,370,338
7/3/2013,Calgary,Women Emergency,6,6
7/3/2013,Calgary,Family Emergency,120,92
7/3/2013,Calgary,Family Emergency,60,53
7/4/2013,Calgary,Adult Emergency,725,665
7/4/2013,Calgary,Adult Emergency,125,111
7/4/2013,Calgary,Adult Emergency,23,11
7/4/2013,Calgary,Adult Emergency,159,129
7/4/2013,Calgary,Adult Emergency,370,313
7/4/2013,Calgary,Women Emergency,6,6
7/4/2013,Calgary,Family Emergency,120,95
7/4/2013,Calgary,Family Emergency,60,53
7/5/2013,Calgary,Adult Emergency,725,595
7/5/2013,Calgary,Adult Emergency,125,115
7/5/2013,Calgary,Adult Emergency,23,12
7/5/2013,Calgary,Adult Emergency,159,159
7/5/2013,Calgary,Adult Emergency,370,310
7/5/2013,Calgary,Women Emergency,6,6
7/5/2013,Calgary,Family Emergency,120,85
7/5/2013,Calgary,Family Emergency,60,53
7/6/2013,Calgary,Adult Emergency,725,651
7/6/2013,Calgary,Adult Emergency,125,118
7/6/2013,Calgary,Adult Emergency,23,12
7/6/2013,Calgary,Adult Emergency,159,159
7/6/2013,Calgary,Adult Emergency,370,350
7/6/2013,Calgary,Women Emergency,6,6
7/6/2013,Calgary,Family Emergency,120,71
7/6/2013,Calgary,Family Emergency,60,53
7/7/2013,Calgary,Adult Emergency,725,651
7/7/2013,Calgary,Adult Emergency,125,125
7/7/2013,Calgary,Adult Emergency,23,12
7/7/2013,Calgary,Adult Emergency,159,159
7/7/2013,Calgary,Adult Emergency,370,365
7/7/2013,Calgary,Women Emergency,6,6
7/7/2013,Calgary,Family Emergency,120,71
7/7/2013,Calgary,Family Emergency,60,53
7/8/2013,Calgary,Adult Emergency,725,746
7/8/2013,Calgary,Adult Emergency,125,125
7/8/2013,Calgary,Adult Emergency,23,12
7/8/2013,Calgary,Adult Emergency,159,156
7/8/2013,Calgary,Adult Emergency,370,365
7/8/2013,Calgary,Women Emergency,6,6
7/8/2013,Calgary,Family Emergency,120,82
7/8/2013,Calgary,Family Emergency,60,53
7/9/2013,Calgary,Adult Emergency,725,655
7/9/2013,Calgary,Adult Emergency,125,116
7/9/2013,Calgary,Adult Emergency,23,12
7/9/2013,Calgary,Adult Emergency,159,151
7/9/2013,Calgary,Adult Emergency,370,354
7/9/2013,Calgary,Women Emergency,6,6
7/9/2013,Calgary,Family Emergency,120,101
7/9/2013,Calgary,Family Emergency,60,53
7/10/2013,Calgary,Adult Emergency,725,677
7/10/2013,Calgary,Adult Emergency,125,115
7/10/2013,Calgary,Adult Emergency,23,12
7/10/2013,Calgary,Adult Emergency,159,148
7/10/2013,Calgary,Adult Emergency,370,349
7/10/2013,Calgary,Women Emergency,6,6
7/10/2013,Calgary,Family Emergency,120,81
7/10/2013,Calgary,Family Emergency,60,53
7/11/2013,Calgary,Adult Emergency,725,683
7/11/2013,Calgary,Adult Emergency,125,120
7/11/2013,Calgary,Adult Emergency,23,11
7/11/2013,Calgary,Adult Emergency,159,153
7/11/2013,Calgary,Adult Emergency,370,343
7/11/2013,Calgary,Women Emergency,6,6
7/11/2013,Calgary,Family Emergency,120,93
7/11/2013,Calgary,Family Emergency,60,53
7/12/2013,Calgary,Adult Emergency,725,659
7/12/2013,Calgary,Adult Emergency,125,105
7/12/2013,Calgary,Adult Emergency,23,11
7/12/2013,Calgary,Adult Emergency,159,155
7/12/2013,Calgary,Adult Emergency,370,330
7/12/2013,Calgary,Women Emergency,6,6
7/12/2013,Calgary,Family Emergency,120,91
7/12/2013,Calgary,Family Emergency,60,54
7/13/2013,Calgary,Adult Emergency,725,699
7/13/2013,Calgary,Adult Emergency,125,107
7/13/2013,Calgary,Adult Emergency,23,12
7/13/2013,Calgary,Adult Emergency,159,152
7/13/2013,Calgary,Adult Emergency,370,330
7/13/2013,Calgary,Women Emergency,6,6
7/13/2013,Calgary,Family Emergency,120,78
7/13/2013,Calgary,Family Emergency,60,54
7/14/2013,Calgary,Adult Emergency,725,698
7/14/2013,Calgary,Adult Emergency,125,111
7/14/2013,Calgary,Adult Emergency,23,11
7/14/2013,Calgary,Adult Emergency,159,148
7/14/2013,Calgary,Adult Emergency,370,368
7/14/2013,Calgary,Women Emergency,6,6
7/14/2013,Calgary,Family Emergency,120,88
7/14/2013,Calgary,Family Emergency,60,56
7/15/2013,Calgary,Adult Emergency,725,684
7/15/2013,Calgary,Adult Emergency,125,125
7/15/2013,Calgary,Adult Emergency,23,12
7/15/2013,Calgary,Adult Emergency,159,156
7/15/2013,Calgary,Adult Emergency,370,361
7/15/2013,Calgary,Women Emergency,6,6
7/15/2013,Calgary,Family Emergency,120,92
7/15/2013,Calgary,Family Emergency,60,53
7/16/2013,Calgary,Adult Emergency,725,663
7/16/2013,Calgary,Adult Emergency,125,125
7/16/2013,Calgary,Adult Emergency,23,12
7/16/2013,Calgary,Adult Emergency,159,156
7/16/2013,Calgary,Adult Emergency,370,354
7/16/2013,Calgary,Women Emergency,6,6
7/16/2013,Calgary,Family Emergency,120,86
7/16/2013,Calgary,Family Emergency,60,52
7/17/2013,Calgary,Adult Emergency,725,672
7/17/2013,Calgary,Adult Emergency,125,125
7/17/2013,Calgary,Adult Emergency,23,12
7/17/2013,Calgary,Adult Emergency,159,157
7/17/2013,Calgary,Adult Emergency,370,371
7/17/2013,Calgary,Women Emergency,6,6
7/17/2013,Calgary,Family Emergency,120,97
7/17/2013,Calgary,Family Emergency,60,52
7/18/2013,Calgary,Adult Emergency,725,633
7/18/2013,Calgary,Adult Emergency,125,121
7/18/2013,Calgary,Adult Emergency,23,12
7/18/2013,Calgary,Adult Emergency,159,153
7/18/2013,Calgary,Adult Emergency,370,365
7/18/2013,Calgary,Women Emergency,6,6
7/18/2013,Calgary,Family Emergency,120,98
7/18/2013,Calgary,Family Emergency,60,52
7/19/2013,Calgary,Adult Emergency,725,627
7/19/2013,Calgary,Adult Emergency,125,100
7/19/2013,Calgary,Adult Emergency,23,12
7/19/2013,Calgary,Adult Emergency,159,155
7/19/2013,Calgary,Adult Emergency,370,305
7/19/2013,Calgary,Women Emergency,6,6
7/19/2013,Calgary,Family Emergency,120,71
7/19/2013,Calgary,Family Emergency,60,52
7/20/2013,Calgary,Adult Emergency,725,599
7/20/2013,Calgary,Adult Emergency,125,110
7/20/2013,Calgary,Adult Emergency,23,12
7/20/2013,Calgary,Adult Emergency,159,150
7/20/2013,Calgary,Adult Emergency,370,311
7/20/2013,Calgary,Women Emergency,6,6
7/20/2013,Calgary,Family Emergency,120,64
7/20/2013,Calgary,Family Emergency,60,52
7/21/2013,Calgary,Adult Emergency,725,667
7/21/2013,Calgary,Adult Emergency,125,125
7/21/2013,Calgary,Adult Emergency,23,12
7/21/2013,Calgary,Adult Emergency,159,149
7/21/2013,Calgary,Adult Emergency,370,351
7/21/2013,Calgary,Women Emergency,6,6
7/21/2013,Calgary,Family Emergency,120,73
7/21/2013,Calgary,Family Emergency,60,52
7/22/2013,Calgary,Adult Emergency,725,686
7/22/2013,Calgary,Adult Emergency,125,125
7/22/2013,Calgary,Adult Emergency,23,12
7/22/2013,Calgary,Adult Emergency,159,156
7/22/2013,Calgary,Adult Emergency,370,371
7/22/2013,Calgary,Women Emergency,6,6
7/22/2013,Calgary,Family Emergency,120,89
7/22/2013,Calgary,Family Emergency,60,52
7/23/2013,Calgary,Adult Emergency,725,697
7/23/2013,Calgary,Adult Emergency,125,125
7/23/2013,Calgary,Adult Emergency,23,12
7/23/2013,Calgary,Adult Emergency,159,153
7/23/2013,Calgary,Adult Emergency,370,370
7/23/2013,Calgary,Women Emergency,6,6
7/23/2013,Calgary,Family Emergency,120,85
7/23/2013,Calgary,Family Emergency,60,53
7/24/2013,Calgary,Adult Emergency,725,698
7/24/2013,Calgary,Adult Emergency,125,125
7/24/2013,Calgary,Adult Emergency,23,12
7/24/2013,Calgary,Adult Emergency,159,153
7/24/2013,Calgary,Adult Emergency,370,370
7/24/2013,Calgary,Women Emergency,6,6
7/24/2013,Calgary,Family Emergency,120,92
7/24/2013,Calgary,Family Emergency,60,52
7/25/2013,Calgary,Adult Emergency,725,736
7/25/2013,Calgary,Adult Emergency,125,125
7/25/2013,Calgary,Adult Emergency,23,12
7/25/2013,Calgary,Adult Emergency,159,151
7/25/2013,Calgary,Adult Emergency,370,366
7/25/2013,Calgary,Women Emergency,6,6
7/25/2013,Calgary,Family Emergency,120,98
7/25/2013,Calgary,Family Emergency,60,52
7/26/2013,Calgary,Adult Emergency,725,610
7/26/2013,Calgary,Adult Emergency,125,110
7/26/2013,Calgary,Adult Emergency,23,12
7/26/2013,Calgary,Adult Emergency,159,149
7/26/2013,Calgary,Adult Emergency,370,277
7/26/2013,Calgary,Women Emergency,6,6
7/26/2013,Calgary,Family Emergency,120,85
7/26/2013,Calgary,Family Emergency,60,52
7/27/2013,Calgary,Adult Emergency,725,670
7/27/2013,Calgary,Adult Emergency,125,118
7/27/2013,Calgary,Adult Emergency,23,11
7/27/2013,Calgary,Adult Emergency,159,151
7/27/2013,Calgary,Adult Emergency,370,294
7/27/2013,Calgary,Women Emergency,6,6
7/27/2013,Calgary,Family Emergency,120,93
7/27/2013,Calgary,Family Emergency,60,52
7/28/2013,Calgary,Adult Emergency,725,758
7/28/2013,Calgary,Adult Emergency,125,125
7/28/2013,Calgary,Adult Emergency,23,10
7/28/2013,Calgary,Adult Emergency,159,159
7/28/2013,Calgary,Adult Emergency,370,329
7/28/2013,Calgary,Women Emergency,6,6
7/28/2013,Calgary,Family Emergency,120,95
7/28/2013,Calgary,Family Emergency,60,49
7/29/2013,Calgary,Adult Emergency,725,724
7/29/2013,Calgary,Adult Emergency,125,125
7/29/2013,Calgary,Adult Emergency,23,12
7/29/2013,Calgary,Adult Emergency,159,153
7/29/2013,Calgary,Adult Emergency,370,360
7/29/2013,Calgary,Women Emergency,6,6
7/29/2013,Calgary,Family Emergency,120,79
7/29/2013,Calgary,Family Emergency,60,49
7/30/2013,Calgary,Adult Emergency,725,700
7/30/2013,Calgary,Adult Emergency,125,125
7/30/2013,Calgary,Adult Emergency,23,11
7/30/2013,Calgary,Adult Emergency,159,156
7/30/2013,Calgary,Adult Emergency,370,369
7/30/2013,Calgary,Women Emergency,6,6
7/30/2013,Calgary,Family Emergency,120,78
7/30/2013,Calgary,Family Emergency,60,49
7/31/2013,Calgary,Adult Emergency,725,655
7/31/2013,Calgary,Adult Emergency,125,125
7/31/2013,Calgary,Adult Emergency,23,10
7/31/2013,Calgary,Adult Emergency,159,158
7/31/2013,Calgary,Adult Emergency,370,338
7/31/2013,Calgary,Women Emergency,6,6
7/31/2013,Calgary,Family Emergency,120,84
7/31/2013,Calgary,Family Emergency,60,48
8/1/2013,Calgary,Adult Emergency,725,654
8/1/2013,Calgary,Adult Emergency,125,125
8/1/2013,Calgary,Adult Emergency,23,9
8/1/2013,Calgary,Adult Emergency,159,151
8/1/2013,Calgary,Adult Emergency,370,277
8/1/2013,Calgary,Women Emergency,6,6
8/1/2013,Calgary,Family Emergency,120,80
8/1/2013,Calgary,Family Emergency,60,49
8/2/2013,Calgary,Adult Emergency,725,641
8/2/2013,Calgary,Adult Emergency,125,115
8/2/2013,Calgary,Adult Emergency,23,11
8/2/2013,Calgary,Adult Emergency,159,147
8/2/2013,Calgary,Adult Emergency,370,308
8/2/2013,Calgary,Women Emergency,6,6
8/2/2013,Calgary,Family Emergency,120,100
8/2/2013,Calgary,Family Emergency,60,49
8/3/2013,Calgary,Adult Emergency,725,616
8/3/2013,Calgary,Adult Emergency,125,108
8/3/2013,Calgary,Adult Emergency,23,11
8/3/2013,Calgary,Adult Emergency,159,148
8/3/2013,Calgary,Adult Emergency,370,301
8/3/2013,Calgary,Women Emergency,6,6
8/3/2013,Calgary,Family Emergency,120,79
8/3/2013,Calgary,Family Emergency,60,49
8/4/2013,Calgary,Adult Emergency,725,661
8/4/2013,Calgary,Adult Emergency,125,125
8/4/2013,Calgary,Adult Emergency,23,10
8/4/2013,Calgary,Adult Emergency,159,149
8/4/2013,Calgary,Adult Emergency,370,347
8/4/2013,Calgary,Women Emergency,6,6
8/4/2013,Calgary,Family Emergency,120,94
8/4/2013,Calgary,Family Emergency,60,49
8/5/2013,Calgary,Adult Emergency,725,754
8/5/2013,Calgary,Adult Emergency,125,125
8/5/2013,Calgary,Adult Emergency,23,11
8/5/2013,Calgary,Adult Emergency,159,147
8/5/2013,Calgary,Adult Emergency,370,369
8/5/2013,Calgary,Women Emergency,6,6
8/5/2013,Calgary,Family Emergency,120,98
8/5/2013,Calgary,Family Emergency,60,49
8/6/2013,Calgary,Adult Emergency,725,707
8/6/2013,Calgary,Adult Emergency,125,126
8/6/2013,Calgary,Adult Emergency,23,11
8/6/2013,Calgary,Adult Emergency,159,156
8/6/2013,Calgary,Adult Emergency,370,364
8/6/2013,Calgary,Women Emergency,6,6
8/6/2013,Calgary,Family Emergency,120,93
8/6/2013,Calgary,Family Emergency,60,50
8/7/2013,Calgary,Adult Emergency,725,697
8/7/2013,Calgary,Adult Emergency,125,125
8/7/2013,Calgary,Adult Emergency,23,12
8/7/2013,Calgary,Adult Emergency,159,157
8/7/2013,Calgary,Adult Emergency,370,368
8/7/2013,Calgary,Women Emergency,6,6
8/7/2013,Calgary,Family Emergency,120,105
8/7/2013,Calgary,Family Emergency,60,52
8/8/2013,Calgary,Adult Emergency,725,703
8/8/2013,Calgary,Adult Emergency,125,127
8/8/2013,Calgary,Adult Emergency,23,11
8/8/2013,Calgary,Adult Emergency,159,154
8/8/2013,Calgary,Adult Emergency,370,368
8/8/2013,Calgary,Women Emergency,6,6
8/8/2013,Calgary,Family Emergency,120,110
8/8/2013,Calgary,Family Emergency,60,52
8/9/2013,Calgary,Adult Emergency,725,685
8/9/2013,Calgary,Adult Emergency,125,125
8/9/2013,Calgary,Adult Emergency,23,10
8/9/2013,Calgary,Adult Emergency,159,164
8/9/2013,Calgary,Adult Emergency,370,332
8/9/2013,Calgary,Women Emergency,6,6
8/9/2013,Calgary,Family Emergency,120,97
8/9/2013,Calgary,Family Emergency,60,52
8/10/2013,Calgary,Adult Emergency,725,627
8/10/2013,Calgary,Adult Emergency,125,125
8/10/2013,Calgary,Adult Emergency,23,11
8/10/2013,Calgary,Adult Emergency,159,154
8/10/2013,Calgary,Adult Emergency,370,321
8/10/2013,Calgary,Women Emergency,6,6
8/10/2013,Calgary,Family Emergency,120,96
8/10/2013,Calgary,Family Emergency,60,52
8/11/2013,Calgary,Adult Emergency,725,657
8/11/2013,Calgary,Adult Emergency,125,126
8/11/2013,Calgary,Adult Emergency,23,10
8/11/2013,Calgary,Adult Emergency,159,154
8/11/2013,Calgary,Adult Emergency,370,352
8/11/2013,Calgary,Women Emergency,6,6
8/11/2013,Calgary,Family Emergency,120,107
8/11/2013,Calgary,Family Emergency,60,52
8/12/2013,Calgary,Adult Emergency,725,725
8/12/2013,Calgary,Adult Emergency,125,126
8/12/2013,Calgary,Adult Emergency,23,9
8/12/2013,Calgary,Adult Emergency,159,152
8/12/2013,Calgary,Adult Emergency,370,366
8/12/2013,Calgary,Women Emergency,6,6
8/12/2013,Calgary,Family Emergency,120,86
8/12/2013,Calgary,Family Emergency,60,52
8/13/2013,Calgary,Adult Emergency,725,721
8/13/2013,Calgary,Adult Emergency,125,125
8/13/2013,Calgary,Adult Emergency,23,11
8/13/2013,Calgary,Adult Emergency,159,154
8/13/2013,Calgary,Adult Emergency,370,370
8/13/2013,Calgary,Women Emergency,6,6
8/13/2013,Calgary,Family Emergency,120,97
8/13/2013,Calgary,Family Emergency,60,52
8/14/2013,Calgary,Adult Emergency,725,643
8/14/2013,Calgary,Adult Emergency,125,123
8/14/2013,Calgary,Adult Emergency,23,11
8/14/2013,Calgary,Adult Emergency,159,153
8/14/2013,Calgary,Adult Emergency,370,362
8/14/2013,Calgary,Women Emergency,6,6
8/14/2013,Calgary,Family Emergency,120,88
8/14/2013,Calgary,Family Emergency,60,52
8/15/2013,Calgary,Adult Emergency,725,619
8/15/2013,Calgary,Adult Emergency,125,115
8/15/2013,Calgary,Adult Emergency,23,12
8/15/2013,Calgary,Adult Emergency,159,148
8/15/2013,Calgary,Adult Emergency,370,362
8/15/2013,Calgary,Women Emergency,6,6
8/15/2013,Calgary,Family Emergency,120,88
8/15/2013,Calgary,Family Emergency,60,52
8/16/2013,Calgary,Adult Emergency,725,603
8/16/2013,Calgary,Adult Emergency,125,95
8/16/2013,Calgary,Adult Emergency,23,12
8/16/2013,Calgary,Adult Emergency,159,155
8/16/2013,Calgary,Adult Emergency,370,311
8/16/2013,Calgary,Women Emergency,6,6
8/16/2013,Calgary,Family Emergency,120,84
