Date,City,ShelterType,Capacity,Overnight
9/11/2017,Calgary,Adult Emergency,80,75
9/11/2017,Calgary,Adult Emergency,370,318
9/11/2017,Calgary,Women Emergency,6,5
9/11/2017,Calgary,Family Emergency,80,91
9/11/2017,Calgary,Family Emergency,40,18
9/11/2017,Calgary,Family Emergency,60,47
9/12/2017,Calgary,Adult Emergency,850,572
9/12/2017,Calgary,Adult Emergency,125,93
9/12/2017,Calgary,Adult Emergency,12,9
9/12/2017,Calgary,Adult Emergency,80,76
9/12/2017,Calgary,Adult Emergency,370,331
9/12/2017,Calgary,Women Emergency,6,4
9/12/2017,Calgary,Family Emergency,80,97
9/12/2017,Calgary,Family Emergency,40,18
9/12/2017,Calgary,Family Emergency,60,47
9/13/2017,Calgary,Adult Emergency,850,604
9/13/2017,Calgary,Adult Emergency,125,98
9/13/2017,Calgary,Adult Emergency,12,8
9/13/2017,Calgary,Adult Emergency,80,76
9/13/2017,Calgary,Adult Emergency,370,338
9/13/2017,Calgary,Women Emergency,6,5
9/13/2017,Calgary,Family Emergency,80,96
9/13/2017,Calgary,Family Emergency,40,20
9/13/2017,Calgary,Family Emergency,60,47
9/14/2017,Calgary,Adult Emergency,850,591
9/14/2017,Calgary,Adult Emergency,125,94
9/14/2017,Calgary,Adult Emergency,12,8
9/14/2017,Calgary,Adult Emergency,80,80
9/14/2017,Calgary,Adult Emergency,370,330
9/14/2017,Calgary,Women Emergency,6,5
9/14/2017,Calgary,Family Emergency,80,99
9/14/2017,Calgary,Family Emergency,40,20
9/14/2017,Calgary,Family Emergency,60,47
9/15/2017,Calgary,Adult Emergency,850,553
9/15/2017,Calgary,Adult Emergency,125,85
9/15/2017,Calgary,Adult Emergency,12,7
9/15/2017,Calgary,Adult Emergency,80,80
9/15/2017,Calgary,Adult Emergency,370,299
9/15/2017,Calgary,Women Emergency,6,3
9/15/2017,Calgary,Family Emergency,80,89
9/15/2017,Calgary,Family Emergency,40,16
9/15/2017,Calgary,Family Emergency,60,47
9/16/2017,Calgary,Adult Emergency,850,583
9/16/2017,Calgary,Adult Emergency,125,79
9/16/2017,Calgary,Adult Emergency,12,7
9/16/2017,Calgary,Adult Emergency,80,72
9/16/2017,Calgary,Adult Emergency,370,287
9/16/2017,Calgary,Women Emergency,6,3
9/16/2017,Calgary,Family Emergency,80,87
9/16/2017,Calgary,Family Emergency,40,16
9/16/2017,Calgary,Family Emergency,60,47
9/17/2017,Calgary,Adult Emergency,850,548
9/17/2017,Calgary,Adult Emergency,125,87
9/17/2017,Calgary,Adult Emergency,12,4
9/17/2017,Calgary,Adult Emergency,80,71
9/17/2017,Calgary,Adult Emergency,370,311
9/17/2017,Calgary,Women Emergency,6,4
9/17/2017,Calgary,Family Emergency,80,99
9/17/2017,Calgary,Family Emergency,40,21
9/17/2017,Calgary,Family Emergency,60,47
9/18/2017,Calgary,Adult Emergency,850,559
9/18/2017,Calgary,Adult Emergency,125,101
9/18/2017,Calgary,Adult Emergency,12,5
9/18/2017,Calgary,Adult Emergency,80,70
9/18/2017,Calgary,Adult Emergency,370,340
9/18/2017,Calgary,Women Emergency,6,5
9/18/2017,Calgary,Family Emergency,80,98
9/18/2017,Calgary,Family Emergency,40,19
9/18/2017,Calgary,Family Emergency,60,43
9/19/2017,Calgary,Adult Emergency,850,580
9/19/2017,Calgary,Adult Emergency,125,109
9/19/2017,Calgary,Adult Emergency,12,5
9/19/2017,Calgary,Adult Emergency,80,69
9/19/2017,Calgary,Adult Emergency,370,336
9/19/2017,Calgary,Women Emergency,6,4
9/19/2017,Calgary,Family Emergency,80,89
9/19/2017,Calgary,Family Emergency,40,19
9/19/2017,Calgary,Family Emergency,60,50
9/20/2017,Calgary,Adult Emergency,850,580
9/20/2017,Calgary,Adult Emergency,125,106
9/20/2017,Calgary,Adult Emergency,12,6
9/20/2017,Calgary,Adult Emergency,80,74
9/20/2017,Calgary,Adult Emergency,370,338
9/20/2017,Calgary,Women Emergency,6,6
9/20/2017,Calgary,Family Emergency,80,86
9/20/2017,Calgary,Family Emergency,40,17
9/20/2017,Calgary,Family Emergency,60,50
9/21/2017,Calgary,Adult Emergency,850,560
9/21/2017,Calgary,Adult Emergency,125,92
9/21/2017,Calgary,Adult Emergency,12,7
9/21/2017,Calgary,Adult Emergency,80,75
9/21/2017,Calgary,Adult Emergency,370,344
9/21/2017,Calgary,Women Emergency,6,5
9/21/2017,Calgary,Family Emergency,80,89
9/21/2017,Calgary,Family Emergency,40,24
9/21/2017,Calgary,Family Emergency,60,50
9/22/2017,Calgary,Adult Emergency,850,579
9/22/2017,Calgary,Adult Emergency,125,97
9/22/2017,Calgary,Adult Emergency,12,6
9/22/2017,Calgary,Adult Emergency,80,79
9/22/2017,Calgary,Adult Emergency,370,319
9/22/2017,Calgary,Women Emergency,6,4
9/22/2017,Calgary,Family Emergency,80,97
9/22/2017,Calgary,Family Emergency,40,21
9/22/2017,Calgary,Family Emergency,60,50
9/23/2017,Calgary,Adult Emergency,850,559
9/23/2017,Calgary,Adult Emergency,125,84
9/23/2017,Calgary,Adult Emergency,12,7
9/23/2017,Calgary,Adult Emergency,80,80
9/23/2017,Calgary,Adult Emergency,370,298
9/23/2017,Calgary,Women Emergency,6,6
9/23/2017,Calgary,Family Emergency,80,90
9/23/2017,Calgary,Family Emergency,40,16
9/23/2017,Calgary,Family Emergency,60,50
9/24/2017,Calgary,Adult Emergency,850,526
9/24/2017,Calgary,Adult Emergency,125,99
9/24/2017,Calgary,Adult Emergency,12,7
9/24/2017,Calgary,Adult Emergency,80,80
9/24/2017,Calgary,Adult Emergency,370,319
9/24/2017,Calgary,Women Emergency,6,6
9/24/2017,Calgary,Family Emergency,80,94
9/24/2017,Calgary,Family Emergency,40,21
9/24/2017,Calgary,Family Emergency,60,50
9/25/2017,Calgary,Adult Emergency,850,503
9/25/2017,Calgary,Adult Emergency,125,94
9/25/2017,Calgary,Adult Emergency,12,7
9/25/2017,Calgary,Adult Emergency,80,80
9/25/2017,Calgary,Adult Emergency,370,329
9/25/2017,Calgary,Women Emergency,6,5
9/25/2017,Calgary,Family Emergency,80,94
9/25/2017,Calgary,Family Emergency,40,21
9/25/2017,Calgary,Family Emergency,60,47
9/26/2017,Calgary,Adult Emergency,850,453
9/26/2017,Calgary,Adult Emergency,125,82
9/26/2017,Calgary,Adult Emergency,12,8
9/26/2017,Calgary,Adult Emergency,80,73
9/26/2017,Calgary,Adult Emergency,370,276
9/26/2017,Calgary,Women Emergency,6,4
9/26/2017,Calgary,Family Emergency,80,97
9/26/2017,Calgary,Family Emergency,40,21
9/26/2017,Calgary,Family Emergency,60,47
9/27/2017,Calgary,Adult Emergency,850,466
9/27/2017,Calgary,Adult Emergency,125,79
9/27/2017,Calgary,Adult Emergency,12,8
9/27/2017,Calgary,Adult Emergency,80,74
9/27/2017,Calgary,Adult Emergency,370,280
9/27/2017,Calgary,Women Emergency,6,5
9/27/2017,Calgary,Family Emergency,80,95
9/27/2017,Calgary,Family Emergency,40,21
9/27/2017,Calgary,Family Emergency,60,51
9/28/2017,Calgary,Adult Emergency,850,485
9/28/2017,Calgary,Adult Emergency,125,87
9/28/2017,Calgary,Adult Emergency,12,7
9/28/2017,Calgary,Adult Emergency,80,75
9/28/2017,Calgary,Adult Emergency,370,283
9/28/2017,Calgary,Women Emergency,6,6
9/28/2017,Calgary,Family Emergency,80,99
9/28/2017,Calgary,Family Emergency,40,20
9/28/2017,Calgary,Family Emergency,60,51
9/29/2017,Calgary,Adult Emergency,850,475
9/29/2017,Calgary,Adult Emergency,125,75
9/29/2017,Calgary,Adult Emergency,12,9
9/29/2017,Calgary,Adult Emergency,80,75
9/29/2017,Calgary,Adult Emergency,370,264
9/29/2017,Calgary,Women Emergency,6,4
9/29/2017,Calgary,Family Emergency,80,99
9/29/2017,Calgary,Family Emergency,40,13
9/29/2017,Calgary,Family Emergency,60,51
9/30/2017,Calgary,Adult Emergency,850,519
9/30/2017,Calgary,Adult Emergency,125,83
9/30/2017,Calgary,Adult Emergency,12,11
9/30/2017,Calgary,Adult Emergency,80,74
9/30/2017,Calgary,Adult Emergency,370,274
9/30/2017,Calgary,Women Emergency,6,6
9/30/2017,Calgary,Family Emergency,80,92
9/30/2017,Calgary,Family Emergency,40,16
9/30/2017,Calgary,Family Emergency,60,51
10/1/2017,Calgary,Adult Emergency,850,563
10/1/2017,Calgary,Adult Emergency,125,89
10/1/2017,Calgary,Adult Emergency,12,11
10/1/2017,Calgary,Adult Emergency,80,77
10/1/2017,Calgary,Adult Emergency,370,310
10/1/2017,Calgary,Women Emergency,6,6
10/1/2017,Calgary,Family Emergency,80,89
10/1/2017,Calgary,Family Emergency,40,19
10/1/2017,Calgary,Family Emergency,60,51
10/2/2017,Calgary,Adult Emergency,850,599
10/2/2017,Calgary,Adult Emergency,125,98
10/2/2017,Calgary,Adult Emergency,12,10
10/2/2017,Calgary,Adult Emergency,80,77
10/2/2017,Calgary,Adult Emergency,370,339
10/2/2017,Calgary,Women Emergency,6,6
10/2/2017,Calgary,Family Emergency,80,86
10/2/2017,Calgary,Family Emergency,40,19
10/2/2017,Calgary,Family Emergency,60,54
10/3/2017,Calgary,Adult Emergency,850,570
10/3/2017,Calgary,Adult Emergency,125,109
10/3/2017,Calgary,Adult Emergency,12,11
10/3/2017,Calgary,Adult Emergency,80,79
10/3/2017,Calgary,Adult Emergency,370,331
10/3/2017,Calgary,Women Emergency,6,6
10/3/2017,Calgary,Family Emergency,80,86
10/3/2017,Calgary,Family Emergency,40,23
10/3/2017,Calgary,Family Emergency,60,54
10/4/2017,Calgary,Adult Emergency,850,560
10/4/2017,Calgary,Adult Emergency,125,95
10/4/2017,Calgary,Adult Emergency,12,10
10/4/2017,Calgary,Adult Emergency,80,79
10/4/2017,Calgary,Adult Emergency,370,327
10/4/2017,Calgary,Women Emergency,6,4
10/4/2017,Calgary,Family Emergency,80,81
10/4/2017,Calgary,Family Emergency,40,20
10/4/2017,Calgary,Family Emergency,60,50
10/5/2017,Calgary,Adult Emergency,850,538
10/5/2017,Calgary,Adult Emergency,125,83
10/5/2017,Calgary,Adult Emergency,12,8
10/5/2017,Calgary,Adult Emergency,80,80
10/5/2017,Calgary,Adult Emergency,370,302
10/5/2017,Calgary,Women Emergency,6,3
10/5/2017,Calgary,Family Emergency,80,92
10/5/2017,Calgary,Family Emergency,40,22
10/5/2017,Calgary,Family Emergency,60,50
10/6/2017,Calgary,Adult Emergency,850,486
10/6/2017,Calgary,Adult Emergency,125,86
10/6/2017,Calgary,Adult Emergency,12,8
10/6/2017,Calgary,Adult Emergency,80,80
10/6/2017,Calgary,Adult Emergency,370,289
10/6/2017,Calgary,Women Emergency,6,4
10/6/2017,Calgary,Family Emergency,80,88
10/6/2017,Calgary,Family Emergency,40,22
10/6/2017,Calgary,Family Emergency,60,49
10/7/2017,Calgary,Adult Emergency,850,559
10/7/2017,Calgary,Adult Emergency,125,80
10/7/2017,Calgary,Adult Emergency,12,10
10/7/2017,Calgary,Adult Emergency,80,78
10/7/2017,Calgary,Adult Emergency,370,288
10/7/2017,Calgary,Women Emergency,6,6
10/7/2017,Calgary,Family Emergency,80,93
10/7/2017,Calgary,Family Emergency,40,22
10/7/2017,Calgary,Family Emergency,60,49
10/8/2017,Calgary,Adult Emergency,850,567
10/8/2017,Calgary,Adult Emergency,125,93
10/8/2017,Calgary,Adult Emergency,12,11
10/8/2017,Calgary,Adult Emergency,80,72
10/8/2017,Calgary,Adult Emergency,370,313
10/8/2017,Calgary,Women Emergency,6,6
10/8/2017,Calgary,Family Emergency,80,87
10/8/2017,Calgary,Family Emergency,40,22
10/8/2017,Calgary,Family Emergency,60,49
10/9/2017,Calgary,Adult Emergency,850,595
10/9/2017,Calgary,Adult Emergency,125,91
10/9/2017,Calgary,Adult Emergency,12,11
10/9/2017,Calgary,Adult Emergency,80,72
10/9/2017,Calgary,Adult Emergency,370,325
10/9/2017,Calgary,Women Emergency,6,6
10/9/2017,Calgary,Family Emergency,80,92
10/9/2017,Calgary,Family Emergency,40,22
10/9/2017,Calgary,Family Emergency,60,49
10/10/2017,Calgary,Adult Emergency,850,585
10/10/2017,Calgary,Adult Emergency,125,104
10/10/2017,Calgary,Adult Emergency,12,11
10/10/2017,Calgary,Adult Emergency,80,79
10/10/2017,Calgary,Adult Emergency,370,324
10/10/2017,Calgary,Women Emergency,6,6
10/10/2017,Calgary,Family Emergency,80,87
10/10/2017,Calgary,Family Emergency,40,22
10/10/2017,Calgary,Family Emergency,60,53
10/11/2017,Calgary,Adult Emergency,850,596
10/11/2017,Calgary,Adult Emergency,125,100
10/11/2017,Calgary,Adult Emergency,12,12
10/11/2017,Calgary,Adult Emergency,80,79
10/11/2017,Calgary,Adult Emergency,370,335
10/11/2017,Calgary,Women Emergency,6,6
10/11/2017,Calgary,Family Emergency,80,93
10/11/2017,Calgary,Family Emergency,40,22
10/11/2017,Calgary,Family Emergency,60,53
10/12/2017,Calgary,Adult Emergency,850,578
10/12/2017,Calgary,Adult Emergency,125,108
10/12/2017,Calgary,Adult Emergency,12,12
10/12/2017,Calgary,Adult Emergency,80,78
10/12/2017,Calgary,Adult Emergency,370,319
10/12/2017,Calgary,Women Emergency,6,6
10/12/2017,Calgary,Family Emergency,80,93
10/12/2017,Calgary,Family Emergency,40,22
10/12/2017,Calgary,Family Emergency,60,53
10/13/2017,Calgary,Adult Emergency,850,595
10/13/2017,Calgary,Adult Emergency,125,86
10/13/2017,Calgary,Adult Emergency,12,12
10/13/2017,Calgary,Adult Emergency,80,79
10/13/2017,Calgary,Adult Emergency,370,300
10/13/2017,Calgary,Women Emergency,6,5
10/13/2017,Calgary,Family Emergency,80,88
10/13/2017,Calgary,Family Emergency,40,22
10/13/2017,Calgary,Family Emergency,60,53
10/14/2017,Calgary,Adult Emergency,850,577
10/14/2017,Calgary,Adult Emergency,125,89
10/14/2017,Calgary,Adult Emergency,12,10
10/14/2017,Calgary,Adult Emergency,80,79
10/14/2017,Calgary,Adult Emergency,370,291
10/14/2017,Calgary,Women Emergency,6,6
10/14/2017,Calgary,Family Emergency,80,90
10/14/2017,Calgary,Family Emergency,40,22
10/14/2017,Calgary,Family Emergency,60,53
10/15/2017,Calgary,Adult Emergency,850,591
10/15/2017,Calgary,Adult Emergency,125,95
10/15/2017,Calgary,Adult Emergency,12,10
10/15/2017,Calgary,Adult Emergency,80,78
10/15/2017,Calgary,Adult Emergency,370,302
10/15/2017,Calgary,Women Emergency,6,6
10/15/2017,Calgary,Family Emergency,80,88
10/15/2017,Calgary,Family Emergency,40,20
10/15/2017,Calgary,Family Emergency,60,53
10/16/2017,Calgary,Adult Emergency,850,544
10/16/2017,Calgary,Adult Emergency,125,86
10/16/2017,Calgary,Adult Emergency,12,12
10/16/2017,Calgary,Adult Emergency,80,77
10/16/2017,Calgary,Adult Emergency,370,308
10/16/2017,Calgary,Women Emergency,6,5
10/16/2017,Calgary,Family Emergency,80,88
10/16/2017,Calgary,Family Emergency,40,20
10/16/2017,Calgary,Family Emergency,60,53
10/17/2017,Calgary,Adult Emergency,850,585
10/17/2017,Calgary,Adult Emergency,125,95
10/17/2017,Calgary,Adult Emergency,12,11
10/17/2017,Calgary,Adult Emergency,80,76
10/17/2017,Calgary,Adult Emergency,370,319
10/17/2017,Calgary,Women Emergency,6,5
10/17/2017,Calgary,Family Emergency,80,89
10/17/2017,Calgary,Family Emergency,40,20
10/17/2017,Calgary,Family Emergency,60,53
10/18/2017,Calgary,Adult Emergency,850,591
10/18/2017,Calgary,Adult Emergency,125,104
10/18/2017,Calgary,Adult Emergency,12,10
10/18/2017,Calgary,Adult Emergency,80,74
10/18/2017,Calgary,Adult Emergency,370,321
10/18/2017,Calgary,Women Emergency,6,6
10/18/2017,Calgary,Family Emergency,80,90
10/18/2017,Calgary,Family Emergency,40,22
10/18/2017,Calgary,Family Emergency,60,53
10/19/2017,Calgary,Adult Emergency,850,562
10/19/2017,Calgary,Adult Emergency,125,95
10/19/2017,Calgary,Adult Emergency,12,10
10/19/2017,Calgary,Adult Emergency,80,72
10/19/2017,Calgary,Adult Emergency,370,326
10/19/2017,Calgary,Women Emergency,6,6
10/19/2017,Calgary,Family Emergency,80,88
10/19/2017,Calgary,Family Emergency,40,22
10/19/2017,Calgary,Family Emergency,60,53
10/20/2017,Calgary,Adult Emergency,850,574
10/20/2017,Calgary,Adult Emergency,125,86
10/20/2017,Calgary,Adult Emergency,12,10
10/20/2017,Calgary,Adult Emergency,80,79
10/20/2017,Calgary,Adult Emergency,370,301
10/20/2017,Calgary,Women Emergency,6,5
10/20/2017,Calgary,Family Emergency,80,85
10/20/2017,Calgary,Family Emergency,40,18
10/20/2017,Calgary,Family Emergency,60,53
10/21/2017,Calgary,Adult Emergency,850,563
10/21/2017,Calgary,Adult Emergency,125,93
10/21/2017,Calgary,Adult Emergency,12,10
10/21/2017,Calgary,Adult Emergency,80,76
10/21/2017,Calgary,Adult Emergency,370,294
10/21/2017,Calgary,Women Emergency,6,6
10/21/2017,Calgary,Family Emergency,80,87
10/21/2017,Calgary,Family Emergency,40,18
10/21/2017,Calgary,Family Emergency,60,53
10/22/2017,Calgary,Adult Emergency,850,594
10/22/2017,Calgary,Adult Emergency,125,92
10/22/2017,Calgary,Adult Emergency,12,10
10/22/2017,Calgary,Adult Emergency,80,76
10/22/2017,Calgary,Adult Emergency,370,314
10/22/2017,Calgary,Women Emergency,6,6
10/22/2017,Calgary,Family Emergency,80,91
10/22/2017,Calgary,Family Emergency,40,20
10/22/2017,Calgary,Family Emergency,60,53
10/23/2017,Calgary,Adult Emergency,850,601
10/23/2017,Calgary,Adult Emergency,125,108
10/23/2017,Calgary,Adult Emergency,12,9
10/23/2017,Calgary,Adult Emergency,80,80
10/23/2017,Calgary,Adult Emergency,370,317
10/23/2017,Calgary,Women Emergency,6,6
10/23/2017,Calgary,Family Emergency,80,93
10/23/2017,Calgary,Family Emergency,40,21
10/23/2017,Calgary,Family Emergency,60,53
10/24/2017,Calgary,Adult Emergency,850,555
10/24/2017,Calgary,Adult Emergency,125,88
10/24/2017,Calgary,Adult Emergency,12,10
10/24/2017,Calgary,Adult Emergency,80,79
10/24/2017,Calgary,Adult Emergency,370,304
10/24/2017,Calgary,Women Emergency,6,4
10/24/2017,Calgary,Family Emergency,80,92
10/24/2017,Calgary,Family Emergency,40,21
10/24/2017,Calgary,Family Emergency,60,53
10/25/2017,Calgary,Adult Emergency,850,577
10/25/2017,Calgary,Adult Emergency,125,94
10/25/2017,Calgary,Adult Emergency,12,10
10/25/2017,Calgary,Adult Emergency,80,77
10/25/2017,Calgary,Adult Emergency,370,325
10/25/2017,Calgary,Women Emergency,6,2
10/25/2017,Calgary,Family Emergency,80,93
10/25/2017,Calgary,Family Emergency,40,21
10/25/2017,Calgary,Family Emergency,60,53
10/26/2017,Calgary,Adult Emergency,850,536
10/26/2017,Calgary,Adult Emergency,125,103
10/26/2017,Calgary,Adult Emergency,12,8
10/26/2017,Calgary,Adult Emergency,80,75
10/26/2017,Calgary,Adult Emergency,370,276
10/26/2017,Calgary,Women Emergency,6,4
10/26/2017,Calgary,Family Emergency,80,90
10/26/2017,Calgary,Family Emergency,40,21
10/26/2017,Calgary,Family Emergency,60,53
10/27/2017,Calgary,Adult Emergency,850,483
10/27/2017,Calgary,Adult Emergency,125,77
10/27/2017,Calgary,Adult Emergency,12,7
10/27/2017,Calgary,Adult Emergency,80,72
10/27/2017,Calgary,Adult Emergency,370,251
10/27/2017,Calgary,Women Emergency,6,6
10/27/2017,Calgary,Family Emergency,80,85
10/27/2017,Calgary,Family Emergency,40,18
10/27/2017,Calgary,Family Emergency,60,53
10/28/2017,Calgary,Adult Emergency,850,498
10/28/2017,Calgary,Adult Emergency,125,81
10/28/2017,Calgary,Adult Emergency,12,5
10/28/2017,Calgary,Adult Emergency,80,64
10/28/2017,Calgary,Adult Emergency,370,249
10/28/2017,Calgary,Women Emergency,6,6
10/28/2017,Calgary,Family Emergency,80,86
10/28/2017,Calgary,Family Emergency,40,21
10/28/2017,Calgary,Family Emergency,60,53
10/29/2017,Calgary,Adult Emergency,850,587
10/29/2017,Calgary,Adult Emergency,125,90
10/29/2017,Calgary,Adult Emergency,12,7
10/29/2017,Calgary,Adult Emergency,80,60
10/29/2017,Calgary,Adult Emergency,370,288
10/29/2017,Calgary,Women Emergency,6,6
10/29/2017,Calgary,Family Emergency,80,96
10/29/2017,Calgary,Family Emergency,40,20
10/29/2017,Calgary,Family Emergency,60,53
10/30/2017,Calgary,Adult Emergency,850,561
10/30/2017,Calgary,Adult Emergency,125,97
10/30/2017,Calgary,Adult Emergency,12,7
10/30/2017,Calgary,Adult Emergency,80,62
10/30/2017,Calgary,Adult Emergency,370,319
10/30/2017,Calgary,Women Emergency,6,5
10/30/2017,Calgary,Family Emergency,80,95
10/30/2017,Calgary,Family Emergency,40,15
10/30/2017,Calgary,Family Emergency,60,49
10/31/2017,Calgary,Adult Emergency,850,561
10/31/2017,Calgary,Adult Emergency,125,94
10/31/2017,Calgary,Adult Emergency,12,6
10/31/2017,Calgary,Adult Emergency,80,67
10/31/2017,Calgary,Adult Emergency,370,321
10/31/2017,Calgary,Women Emergency,6,5
10/31/2017,Calgary,Family Emergency,80,98
10/31/2017,Calgary,Family Emergency,40,17
10/31/2017,Calgary,Family Emergency,60,49
11/1/2017,Calgary,Adult Emergency,850,637
11/1/2017,Calgary,Adult Emergency,125,96
11/1/2017,Calgary,Adult Emergency,12,6
11/1/2017,Calgary,Adult Emergency,80,72
11/1/2017,Calgary,Adult Emergency,370,331
11/1/2017,Calgary,Women Emergency,6,5
11/1/2017,Calgary,Family Emergency,80,100
11/1/2017,Calgary,Family Emergency,40,17
11/1/2017,Calgary,Family Emergency,60,46
11/2/2017,Calgary,Adult Emergency,850,667
11/2/2017,Calgary,Adult Emergency,125,94
11/2/2017,Calgary,Adult Emergency,12,5
11/2/2017,Calgary,Adult Emergency,80,78
11/2/2017,Calgary,Adult Emergency,370,354
11/2/2017,Calgary,Women Emergency,6,5
11/2/2017,Calgary,Family Emergency,80,97
11/2/2017,Calgary,Family Emergency,40,19
11/2/2017,Calgary,Family Emergency,60,49
11/3/2017,Calgary,Adult Emergency,850,623
11/3/2017,Calgary,Adult Emergency,125,94
11/3/2017,Calgary,Adult Emergency,12,4
11/3/2017,Calgary,Adult Emergency,80,77
11/3/2017,Calgary,Adult Emergency,370,326
11/3/2017,Calgary,Women Emergency,6,6
11/3/2017,Calgary,Family Emergency,80,95
11/3/2017,Calgary,Family Emergency,40,18
11/3/2017,Calgary,Family Emergency,60,52
11/4/2017,Calgary,Adult Emergency,850,589
11/4/2017,Calgary,Adult Emergency,125,93
11/4/2017,Calgary,Adult Emergency,12,4
11/4/2017,Calgary,Adult Emergency,80,76
11/4/2017,Calgary,Adult Emergency,370,330
11/4/2017,Calgary,Women Emergency,6,6
11/4/2017,Calgary,Family Emergency,80,98
11/4/2017,Calgary,Family Emergency,40,14
11/4/2017,Calgary,Family Emergency,60,52
11/5/2017,Calgary,Adult Emergency,850,600
11/5/2017,Calgary,Adult Emergency,125,100
11/5/2017,Calgary,Adult Emergency,12,5
11/5/2017,Calgary,Adult Emergency,80,76
11/5/2017,Calgary,Adult Emergency,370,343
11/5/2017,Calgary,Women Emergency,6,5
11/5/2017,Calgary,Family Emergency,80,94
11/5/2017,Calgary,Family Emergency,40,18
11/5/2017,Calgary,Family Emergency,60,52
11/6/2017,Calgary,Adult Emergency,850,607
11/6/2017,Calgary,Adult Emergency,125,100
11/6/2017,Calgary,Adult Emergency,12,9
11/6/2017,Calgary,Adult Emergency,80,79
11/6/2017,Calgary,Adult Emergency,370,370
11/6/2017,Calgary,Women Emergency,6,4
11/6/2017,Calgary,Family Emergency,80,99
11/6/2017,Calgary,Family Emergency,40,18
11/6/2017,Calgary,Family Emergency,60,52
11/7/2017,Calgary,Adult Emergency,850,592
11/7/2017,Calgary,Adult Emergency,125,95
11/7/2017,Calgary,Adult Emergency,12,10
11/7/2017,Calgary,Adult Emergency,80,80
11/7/2017,Calgary,Adult Emergency,370,343
11/7/2017,Calgary,Women Emergency,6,4
11/7/2017,Calgary,Family Emergency,80,100
11/7/2017,Calgary,Family Emergency,40,18
11/7/2017,Calgary,Family Emergency,60,52
11/8/2017,Calgary,Adult Emergency,850,585
11/8/2017,Calgary,Adult Emergency,125,90
11/8/2017,Calgary,Adult Emergency,12,10
11/8/2017,Calgary,Adult Emergency,80,76
11/8/2017,Calgary,Adult Emergency,370,349
11/8/2017,Calgary,Women Emergency,6,5
11/8/2017,Calgary,Family Emergency,80,97
11/8/2017,Calgary,Family Emergency,40,18
11/8/2017,Calgary,Family Emergency,60,52
11/9/2017,Calgary,Adult Emergency,850,587
11/9/2017,Calgary,Adult Emergency,125,94
11/9/2017,Calgary,Adult Emergency,12,9
11/9/2017,Calgary,Adult Emergency,80,75
11/9/2017,Calgary,Adult Emergency,370,348
11/9/2017,Calgary,Women Emergency,6,4
11/9/2017,Calgary,Family Emergency,80,100
11/9/2017,Calgary,Family Emergency,40,18
11/9/2017,Calgary,Family Emergency,60,52
11/10/2017,Calgary,Adult Emergency,850,580
11/10/2017,Calgary,Adult Emergency,125,82
11/10/2017,Calgary,Adult Emergency,12,9
11/10/2017,Calgary,Adult Emergency,80,75
11/10/2017,Calgary,Adult Emergency,370,330
11/10/2017,Calgary,Women Emergency,6,4
11/10/2017,Calgary,Family Emergency,80,98
11/10/2017,Calgary,Family Emergency,40,14
11/10/2017,Calgary,Family Emergency,60,43
11/11/2017,Calgary,Adult Emergency,850,568
11/11/2017,Calgary,Adult Emergency,125,87
11/11/2017,Calgary,Adult Emergency,12,7
11/11/2017,Calgary,Adult Emergency,80,73
11/11/2017,Calgary,Adult Emergency,370,315
11/11/2017,Calgary,Women Emergency,6,5
11/11/2017,Calgary,Family Emergency,80,99
11/11/2017,Calgary,Family Emergency,40,14
11/11/2017,Calgary,Family Emergency,60,43
11/12/2017,Calgary,Adult Emergency,850,573
11/12/2017,Calgary,Adult Emergency,125,93
11/12/2017,Calgary,Adult Emergency,12,6
11/12/2017,Calgary,Adult Emergency,80,74
11/12/2017,Calgary,Adult Emergency,370,355
11/12/2017,Calgary,Women Emergency,6,5
11/12/2017,Calgary,Family Emergency,80,102
11/12/2017,Calgary,Family Emergency,40,17
11/12/2017,Calgary,Family Emergency,60,43
11/13/2017,Calgary,Adult Emergency,850,610
11/13/2017,Calgary,Adult Emergency,125,95
11/13/2017,Calgary,Adult Emergency,12,8
11/13/2017,Calgary,Adult Emergency,80,76
11/13/2017,Calgary,Adult Emergency,370,358
11/13/2017,Calgary,Women Emergency,6,5
11/13/2017,Calgary,Family Emergency,80,103
11/13/2017,Calgary,Family Emergency,40,17
11/13/2017,Calgary,Family Emergency,60,43
11/14/2017,Calgary,Adult Emergency,850,624
11/14/2017,Calgary,Adult Emergency,125,97
11/14/2017,Calgary,Adult Emergency,12,8
11/14/2017,Calgary,Adult Emergency,80,70
11/14/2017,Calgary,Adult Emergency,370,362
11/14/2017,Calgary,Women Emergency,6,4
11/14/2017,Calgary,Family Emergency,80,87
11/14/2017,Calgary,Family Emergency,40,14
11/14/2017,Calgary,Family Emergency,60,49
11/15/2017,Calgary,Adult Emergency,850,607
11/15/2017,Calgary,Adult Emergency,125,110
11/15/2017,Calgary,Adult Emergency,12,8
11/15/2017,Calgary,Adult Emergency,80,69
11/15/2017,Calgary,Adult Emergency,370,356
11/15/2017,Calgary,Women Emergency,6,4
11/15/2017,Calgary,Family Emergency,80,81
11/15/2017,Calgary,Family Emergency,40,15
11/15/2017,Calgary,Family Emergency,60,49
11/16/2017,Calgary,Adult Emergency,850,639
11/16/2017,Calgary,Adult Emergency,125,100
